Column,Row,Ratio,Region_Code,Region_Name,SIG_ENG_NM
36,52,0.0,H,Chungbuk,Jincheon-gun
36,52,0.0,H,Chungbuk,Jeungpyeong-gun
36,52,0.0,H,Chungbuk,Eumseong-gun
37,52,0.0,H,Chungbuk,Jeungpyeong-gun
37,52,0.0,H,Chungbuk,Eumseong-gun
37,52,0.0,H,Chungbuk,Goesan-gun
37,52,0.0,H,Chungbuk,Eumseong-gun
38,52,0.0,H,Chungbuk,Goesan-gun
38,52,0.0,H,Chungbuk,Eumseong-gun
46,52,0.0,J,Gyeong-Buk,Yeongju-si
46,52,0.0,J,Gyeong-Buk,Bonghwa-gun
47,52,0.0,J,Gyeong-Buk,Andong-si
47,52,0.0,J,Gyeong-Buk,Bonghwa-gun
47,52,0.1,J,Gyeong-Buk,Yeongju-si
47,52,0.1,J,Gyeong-Buk,Bonghwa-gun
48,52,0.1,J,Gyeong-Buk,Andong-si
48,52,0.1,J,Gyeong-Buk,Bonghwa-gun
50,52,0.0,J,Gyeong-Buk,Yeongyang-gun
50,52,0.0,J,Gyeong-Buk,Bonghwa-gun
51,52,0.0,J,Gyeong-Buk,Yeongyang-gun
51,52,0.0,J,Gyeong-Buk,Bonghwa-gun
52,52,0.0,J,Gyeong-Buk,Yeongyang-gun
52,52,0.0,J,Gyeong-Buk,Uljin-gun
53,52,0.0,J,Gyeong-Buk,Yeongyang-gun
53,52,0.0,J,Gyeong-Buk,Uljin-gun
25,53,0.0,I,Chung-Nam,Seosan-si
25,53,0.0,I,Chung-Nam,Dangjin-si
29,53,0.0,F,Gyeonggi,Pyeongtaek-si
29,53,0.0,I,Chung-Nam,Dangjin-si
31,53,0.0,F,Gyeonggi,Anseong-si
31,53,0.0,I,Chung-Nam,"Seobuk-gu, Cheonan-si"
31,53,0.0,I,Chung-Nam,"Seobuk-gu, Cheonan-si"
31,53,0.0,I,Chung-Nam,Asan-si
32,53,0.0,F,Gyeonggi,Pyeongtaek-si
32,53,0.0,F,Gyeonggi,Anseong-si
32,53,0.0,F,Gyeonggi,Anseong-si
32,53,0.0,I,Chung-Nam,"Seobuk-gu, Cheonan-si"
33,53,0.0,F,Gyeonggi,Anseong-si
33,53,0.0,I,Chung-Nam,"Seobuk-gu, Cheonan-si"
33,53,0.0,F,Gyeonggi,Anseong-si
33,53,0.0,H,Chungbuk,Jincheon-gun
34,53,0.0,F,Gyeonggi,Anseong-si
34,53,0.0,H,Chungbuk,Jincheon-gun
35,53,0.0,H,Chungbuk,Jincheon-gun
35,53,0.0,H,Chungbuk,Eumseong-gun
37,53,0.0,H,Chungbuk,Chungju-si
37,53,0.0,H,Chungbuk,Eumseong-gun
38,53,0.0,H,Chungbuk,Chungju-si
38,53,0.0,H,Chungbuk,Eumseong-gun
38,53,0.0,H,Chungbuk,Goesan-gun
38,53,0.0,H,Chungbuk,Eumseong-gun
46,53,0.0,J,Gyeong-Buk,Yeongju-si
46,53,0.0,J,Gyeong-Buk,Bonghwa-gun
47,53,0.0,J,Gyeong-Buk,Yeongju-si
47,53,0.0,J,Gyeong-Buk,Bonghwa-gun
50,53,0.0,J,Gyeong-Buk,Bonghwa-gun
50,53,0.0,J,Gyeong-Buk,Uljin-gun
51,53,0.0,J,Gyeong-Buk,Yeongyang-gun
51,53,0.0,J,Gyeong-Buk,Bonghwa-gun
51,53,0.0,J,Gyeong-Buk,Yeongyang-gun
51,53,0.0,J,Gyeong-Buk,Uljin-gun
51,53,0.0,J,Gyeong-Buk,Bonghwa-gun
51,53,0.0,J,Gyeong-Buk,Uljin-gun
52,53,0.0,J,Gyeong-Buk,Yeongyang-gun
52,53,0.0,J,Gyeong-Buk,Uljin-gun
25,54,0.0,I,Chung-Nam,Seosan-si
25,54,0.0,I,Chung-Nam,Dangjin-si
28,54,0.0,F,Gyeonggi,Pyeongtaek-si
28,54,0.0,F,Gyeonggi,Hwaseong-si
31,54,0.0,F,Gyeonggi,Pyeongtaek-si
31,54,0.0,F,Gyeonggi,Anseong-si
32,54,0.0,F,Gyeonggi,Pyeongtaek-si
32,54,0.0,F,Gyeonggi,Anseong-si
34,54,0.0,F,Gyeonggi,Anseong-si
34,54,0.0,H,Chungbuk,Jincheon-gun
35,54,0.0,F,Gyeonggi,Icheon-si
35,54,0.0,H,Chungbuk,Eumseong-gun
35,54,0.0,F,Gyeonggi,Anseong-si
35,54,0.0,H,Chungbuk,Jincheon-gun
35,54,0.0,F,Gyeonggi,Anseong-si
35,54,0.0,H,Chungbuk,Eumseong-gun
36,54,0.0,F,Gyeonggi,Icheon-si
36,54,0.0,H,Chungbuk,Eumseong-gun
37,54,0.0,H,Chungbuk,Chungju-si
37,54,0.0,H,Chungbuk,Eumseong-gun
47,54,0.0,J,Gyeong-Buk,Yeongju-si
47,54,0.0,J,Gyeong-Buk,Bonghwa-gun
50,54,0.0,J,Gyeong-Buk,Bonghwa-gun
50,54,0.0,J,Gyeong-Buk,Uljin-gun
51,54,0.0,J,Gyeong-Buk,Bonghwa-gun
51,54,0.0,J,Gyeong-Buk,Uljin-gun
31,55,0.0,F,Gyeonggi,Pyeongtaek-si
31,55,0.0,F,Gyeonggi,Osan-si
31,55,0.0,F,Gyeonggi,Pyeongtaek-si
31,55,0.0,F,Gyeonggi,Anseong-si
31,55,0.0,F,Gyeonggi,Osan-si
31,55,0.0,F,Gyeonggi,Hwaseong-si
31,55,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
31,55,0.0,F,Gyeonggi,Anseong-si
32,55,0.0,F,Gyeonggi,Pyeongtaek-si
32,55,0.0,F,Gyeonggi,Anseong-si
32,55,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
32,55,0.0,F,Gyeonggi,Anseong-si
33,55,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
33,55,0.0,F,Gyeonggi,Anseong-si
34,55,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
34,55,0.0,F,Gyeonggi,Anseong-si
36,55,0.0,F,Gyeonggi,Icheon-si
36,55,0.0,H,Chungbuk,Eumseong-gun
37,55,0.0,H,Chungbuk,Chungju-si
37,55,0.0,H,Chungbuk,Eumseong-gun
49,55,0.0,G,Gangwon,Taebaek-si
49,55,0.0,J,Gyeong-Buk,Bonghwa-gun
49,55,0.0,G,Gangwon,Yeongwol-gun
49,55,0.0,J,Gyeong-Buk,Bonghwa-gun
50,55,0.0,G,Gangwon,Taebaek-si
50,55,0.0,G,Gangwon,Samcheok-si
50,55,0.1,G,Gangwon,Taebaek-si
50,55,0.1,J,Gyeong-Buk,Bonghwa-gun
50,55,0.0,G,Gangwon,Samcheok-si
50,55,0.0,J,Gyeong-Buk,Bonghwa-gun
51,55,0.0,G,Gangwon,Samcheok-si
51,55,0.0,J,Gyeong-Buk,Bonghwa-gun
51,55,0.0,G,Gangwon,Samcheok-si
51,55,0.0,J,Gyeong-Buk,Uljin-gun
51,55,0.0,J,Gyeong-Buk,Bonghwa-gun
51,55,0.0,J,Gyeong-Buk,Uljin-gun
52,55,0.0,G,Gangwon,Samcheok-si
52,55,0.0,J,Gyeong-Buk,Uljin-gun
27,56,0.0,F,Gyeonggi,"Danwon-gu, Ansan-si"
27,56,0.0,F,Gyeonggi,Hwaseong-si
30,56,0.0,F,Gyeonggi,Osan-si
30,56,0.0,F,Gyeonggi,Hwaseong-si
31,56,0.0,F,Gyeonggi,Osan-si
31,56,0.0,F,Gyeonggi,Hwaseong-si
33,56,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
33,56,0.0,F,Gyeonggi,Icheon-si
33,56,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
33,56,0.0,F,Gyeonggi,Anseong-si
34,56,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
34,56,0.0,F,Gyeonggi,Icheon-si
35,56,0.0,F,Gyeonggi,Icheon-si
35,56,0.0,F,Gyeonggi,Yeoju-si
36,56,0.0,F,Gyeonggi,Icheon-si
36,56,0.0,F,Gyeonggi,Yeoju-si
36,56,0.0,F,Gyeonggi,Icheon-si
36,56,0.0,H,Chungbuk,Eumseong-gun
37,56,0.0,F,Gyeonggi,Yeoju-si
37,56,0.0,H,Chungbuk,Chungju-si
43,56,0.0,H,Chungbuk,Jecheon-si
43,56,0.0,H,Chungbuk,Danyang-gun
50,56,0.0,G,Gangwon,Taebaek-si
50,56,0.0,G,Gangwon,Samcheok-si
52,56,0.0,G,Gangwon,Samcheok-si
52,56,0.0,J,Gyeong-Buk,Uljin-gun
53,56,0.0,G,Gangwon,Samcheok-si
53,56,0.0,J,Gyeong-Buk,Uljin-gun
27,57,0.0,F,Gyeonggi,"Danwon-gu, Ansan-si"
27,57,0.0,F,Gyeonggi,Hwaseong-si
29,57,0.0,F,Gyeonggi,"Sangnok-gu, Ansan-si"
29,57,0.0,F,Gyeonggi,Hwaseong-si
30,57,0.0,F,Gyeonggi,"Gwonseon-gu, Suwon-si"
30,57,0.0,F,Gyeonggi,"Sangnok-gu, Ansan-si"
30,57,0.0,F,Gyeonggi,"Sangnok-gu, Ansan-si"
30,57,0.0,F,Gyeonggi,Uiwang-si
30,57,0.0,F,Gyeonggi,"Sangnok-gu, Ansan-si"
30,57,0.0,F,Gyeonggi,Hwaseong-si
30,57,0.0,F,Gyeonggi,Gunpo-si
30,57,0.0,F,Gyeonggi,Uiwang-si
31,57,0.0,F,Gyeonggi,"Gwonseon-gu, Suwon-si"
31,57,0.0,F,Gyeonggi,"Yeongtong-gu, Suwon-si"
31,57,0.0,F,Gyeonggi,"Gwonseon-gu, Suwon-si"
31,57,0.0,F,Gyeonggi,Hwaseong-si
31,57,0.0,F,Gyeonggi,"Yeongtong-gu, Suwon-si"
31,57,0.0,F,Gyeonggi,"Giheung-gu, Yongin-si"
31,57,0.0,F,Gyeonggi,"Yeongtong-gu, Suwon-si"
31,57,0.0,F,Gyeonggi,"Suji-gu, Yongin-si"
33,57,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
33,57,0.0,F,Gyeonggi,Gwangju-si
34,57,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
34,57,0.0,F,Gyeonggi,Icheon-si
34,57,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
34,57,0.0,F,Gyeonggi,Gwangju-si
35,57,0.0,F,Gyeonggi,Icheon-si
35,57,0.0,F,Gyeonggi,Yeoju-si
36,57,0.0,F,Gyeonggi,Icheon-si
36,57,0.0,F,Gyeonggi,Yeoju-si
37,57,0.0,G,Gangwon,Wonju-si
37,57,0.0,F,Gyeonggi,Yeoju-si
38,57,0.0,G,Gangwon,Wonju-si
38,57,0.0,F,Gyeonggi,Yeoju-si
44,57,0.0,G,Gangwon,Yeongwol-gun
44,57,0.0,G,Gangwon,Pyeongchang-gun
45,57,0.0,G,Gangwon,Pyeongchang-gun
45,57,0.0,G,Gangwon,Jeongseon-gun
46,57,0.0,G,Gangwon,Pyeongchang-gun
46,57,0.0,G,Gangwon,Jeongseon-gun
48,57,0.0,G,Gangwon,Samcheok-si
48,57,0.0,G,Gangwon,Jeongseon-gun
49,57,0.0,G,Gangwon,Taebaek-si
49,57,0.0,G,Gangwon,Samcheok-si
49,57,0.0,G,Gangwon,Samcheok-si
49,57,0.0,G,Gangwon,Jeongseon-gun
50,57,0.0,G,Gangwon,Taebaek-si
50,57,0.0,G,Gangwon,Samcheok-si
27,58,0.0,B,Incheon,Yeonsu-gu
27,58,0.0,B,Incheon,Namdong-gu
28,58,0.0,F,Gyeonggi,"Danwon-gu, Ansan-si"
28,58,0.0,F,Gyeonggi,Siheung-si
29,58,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
29,58,0.0,F,Gyeonggi,Gwangmyeong-si
29,58,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
29,58,0.0,F,Gyeonggi,"Sangnok-gu, Ansan-si"
29,58,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
29,58,0.0,F,Gyeonggi,Siheung-si
29,58,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
29,58,0.0,F,Gyeonggi,Gunpo-si
30,58,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
30,58,0.0,F,Gyeonggi,"Dongan-gu, Anyang-si"
30,58,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
30,58,0.0,F,Gyeonggi,Gunpo-si
30,58,0.0,F,Gyeonggi,"Dongan-gu, Anyang-si"
30,58,0.0,F,Gyeonggi,Gwacheon-si
30,58,0.0,F,Gyeonggi,"Dongan-gu, Anyang-si"
30,58,0.0,F,Gyeonggi,Gunpo-si
30,58,0.0,F,Gyeonggi,Gwacheon-si
30,58,0.0,F,Gyeonggi,Uiwang-si
30,58,0.0,F,Gyeonggi,Gunpo-si
30,58,0.0,F,Gyeonggi,Uiwang-si
31,58,0.0,F,Gyeonggi,"Sujeong-gu, Seongnam-si"
31,58,0.0,F,Gyeonggi,"Bundang-gu, Seongnam-si"
31,58,0.0,F,Gyeonggi,"Bundang-gu, Seongnam-si"
31,58,0.0,F,Gyeonggi,Uiwang-si
31,58,0.0,F,Gyeonggi,"Bundang-gu, Seongnam-si"
31,58,0.0,F,Gyeonggi,"Suji-gu, Yongin-si"
32,58,0.0,F,Gyeonggi,"Bundang-gu, Seongnam-si"
32,58,0.0,F,Gyeonggi,"Suji-gu, Yongin-si"
32,58,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
32,58,0.0,F,Gyeonggi,Gwangju-si
32,58,0.0,F,Gyeonggi,"Suji-gu, Yongin-si"
32,58,0.0,F,Gyeonggi,Gwangju-si
33,58,0.0,F,Gyeonggi,"Cheoin-gu, Yongin-si"
33,58,0.0,F,Gyeonggi,Gwangju-si
34,58,0.0,F,Gyeonggi,Gwangju-si
34,58,0.0,F,Gyeonggi,Yeoju-si
35,58,0.0,F,Gyeonggi,Icheon-si
35,58,0.0,F,Gyeonggi,Yeoju-si
35,58,0.0,F,Gyeonggi,Gwangju-si
35,58,0.0,F,Gyeonggi,Yeoju-si
37,58,0.0,F,Gyeonggi,Yeoju-si
37,58,0.0,F,Gyeonggi,Yangpyeong-gun
38,58,0.0,G,Gangwon,Wonju-si
38,58,0.0,F,Gyeonggi,Yeoju-si
38,58,0.0,F,Gyeonggi,Yeoju-si
38,58,0.0,F,Gyeonggi,Yangpyeong-gun
44,58,0.0,G,Gangwon,Yeongwol-gun
44,58,0.0,G,Gangwon,Pyeongchang-gun
45,58,0.0,G,Gangwon,Pyeongchang-gun
45,58,0.0,G,Gangwon,Jeongseon-gun
48,58,0.0,G,Gangwon,Samcheok-si
48,58,0.0,G,Gangwon,Jeongseon-gun
49,58,0.0,G,Gangwon,Taebaek-si
49,58,0.0,G,Gangwon,Samcheok-si
50,58,0.0,G,Gangwon,Taebaek-si
50,58,0.0,G,Gangwon,Samcheok-si
27,59,0.0,B,Incheon,Jung-gu
27,59,0.0,B,Incheon,Dong-gu
27,59,0.0,B,Incheon,Jung-gu
27,59,0.0,B,Incheon,Michuhol-gu
27,59,0.0,B,Incheon,Dong-gu
27,59,0.0,B,Incheon,Michuhol-gu
27,59,0.0,B,Incheon,Namdong-gu
27,59,0.0,B,Incheon,Bupyeong-gu
27,59,0.0,B,Incheon,Bupyeong-gu
27,59,0.0,B,Incheon,Seo-gu
28,59,0.0,F,Gyeonggi,Bucheon-si
28,59,0.0,F,Gyeonggi,Siheung-si
28,59,0.0,F,Gyeonggi,Bucheon-si
28,59,0.0,A,Seoul,Guro-gu
28,59,0.0,F,Gyeonggi,Bucheon-si
28,59,0.0,B,Incheon,Namdong-gu
28,59,0.0,F,Gyeonggi,Bucheon-si
28,59,0.0,B,Incheon,Bupyeong-gu
28,59,0.0,F,Gyeonggi,Siheung-si
28,59,0.0,B,Incheon,Namdong-gu
28,59,0.0,B,Incheon,Namdong-gu
28,59,0.0,B,Incheon,Bupyeong-gu
29,59,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
29,59,0.0,F,Gyeonggi,Gwangmyeong-si
29,59,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
29,59,0.0,A,Seoul,Geumcheon-gu
29,59,0.0,F,Gyeonggi,Bucheon-si
29,59,0.0,F,Gyeonggi,Gwangmyeong-si
29,59,0.0,F,Gyeonggi,Bucheon-si
29,59,0.0,F,Gyeonggi,Siheung-si
29,59,0.0,F,Gyeonggi,Bucheon-si
29,59,0.0,A,Seoul,Guro-gu
29,59,0.0,F,Gyeonggi,Gwangmyeong-si
29,59,0.0,A,Seoul,Guro-gu
29,59,0.0,A,Seoul,Guro-gu
29,59,0.0,A,Seoul,Yeongdeungpo-gu
29,59,0.0,A,Seoul,Guro-gu
29,59,0.0,A,Seoul,Gwanak-gu
29,59,0.0,A,Seoul,Geumcheon-gu
29,59,0.0,A,Seoul,Gwanak-gu
29,59,0.0,A,Seoul,Yeongdeungpo-gu
29,59,0.0,A,Seoul,Dongjak-gu
29,59,0.0,A,Seoul,Yeongdeungpo-gu
29,59,0.0,A,Seoul,Gwanak-gu
29,59,0.0,A,Seoul,Dongjak-gu
29,59,0.0,A,Seoul,Gwanak-gu
30,59,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
30,59,0.0,A,Seoul,Geumcheon-gu
30,59,0.0,F,Gyeonggi,"Manan-gu, Anyang-si"
30,59,0.0,A,Seoul,Gwanak-gu
30,59,0.0,F,Gyeonggi,"Dongan-gu, Anyang-si"
30,59,0.0,F,Gyeonggi,Gwacheon-si
30,59,0.0,F,Gyeonggi,"Dongan-gu, Anyang-si"
30,59,0.0,A,Seoul,Gwanak-gu
30,59,0.0,F,Gyeonggi,Gwacheon-si
30,59,0.0,F,Gyeonggi,Uiwang-si
30,59,0.0,A,Seoul,Gwanak-gu
30,59,0.0,A,Seoul,Seocho-gu
31,59,0.0,F,Gyeonggi,"Sujeong-gu, Seongnam-si"
31,59,0.0,F,Gyeonggi,"Jungwon-gu, Seongnam-si"
31,59,0.0,F,Gyeonggi,"Sujeong-gu, Seongnam-si"
31,59,0.0,F,Gyeonggi,"Bundang-gu, Seongnam-si"
31,59,0.0,F,Gyeonggi,"Sujeong-gu, Seongnam-si"
31,59,0.0,F,Gyeonggi,Gwacheon-si
31,59,0.0,F,Gyeonggi,"Sujeong-gu, Seongnam-si"
31,59,0.0,F,Gyeonggi,Uiwang-si
31,59,0.0,F,Gyeonggi,"Sujeong-gu, Seongnam-si"
31,59,0.0,A,Seoul,Seocho-gu
31,59,0.0,F,Gyeonggi,"Sujeong-gu, Seongnam-si"
31,59,0.0,A,Seoul,Gangnam-gu
31,59,0.0,F,Gyeonggi,Gwacheon-si
31,59,0.0,F,Gyeonggi,Uiwang-si
31,59,0.0,F,Gyeonggi,Gwacheon-si
31,59,0.0,A,Seoul,Seocho-gu
31,59,0.0,A,Seoul,Gangnam-gu
31,59,0.0,A,Seoul,Songpa-gu
32,59,0.0,F,Gyeonggi,"Sujeong-gu, Seongnam-si"
32,59,0.0,F,Gyeonggi,"Jungwon-gu, Seongnam-si"
32,59,0.0,F,Gyeonggi,"Sujeong-gu, Seongnam-si"
32,59,0.0,F,Gyeonggi,Hanam-si
32,59,0.0,F,Gyeonggi,"Jungwon-gu, Seongnam-si"
32,59,0.0,F,Gyeonggi,Hanam-si
32,59,0.0,F,Gyeonggi,Hanam-si
32,59,0.0,F,Gyeonggi,Gwangju-si
33,59,0.0,F,Gyeonggi,Hanam-si
33,59,0.0,F,Gyeonggi,Gwangju-si
34,59,0.0,F,Gyeonggi,Gwangju-si
34,59,0.0,F,Gyeonggi,Yeoju-si
34,59,0.0,F,Gyeonggi,Yeoju-si
34,59,0.0,F,Gyeonggi,Yangpyeong-gun
35,59,0.0,F,Gyeonggi,Yeoju-si
35,59,0.0,F,Gyeonggi,Yangpyeong-gun
36,59,0.0,F,Gyeonggi,Yeoju-si
36,59,0.0,F,Gyeonggi,Yangpyeong-gun
37,59,0.0,F,Gyeonggi,Yeoju-si
37,59,0.0,F,Gyeonggi,Yangpyeong-gun
48,59,0.0,G,Gangwon,Samcheok-si
48,59,0.0,G,Gangwon,Jeongseon-gun
49,59,0.0,G,Gangwon,Donghae-si
49,59,0.0,G,Gangwon,Jeongseon-gun
49,59,0.0,G,Gangwon,Samcheok-si
49,59,0.0,G,Gangwon,Jeongseon-gun
27,60,0.0,B,Incheon,Bupyeong-gu
27,60,0.0,B,Incheon,Seo-gu
27,60,0.0,B,Incheon,Gyeyang-gu
27,60,0.0,B,Incheon,Seo-gu
28,60,0.0,F,Gyeonggi,Bucheon-si
28,60,0.0,A,Seoul,Gangseo-gu
28,60,0.0,F,Gyeonggi,Bucheon-si
28,60,0.0,A,Seoul,Guro-gu
28,60,0.0,F,Gyeonggi,Bucheon-si
28,60,0.0,B,Incheon,Bupyeong-gu
28,60,0.0,F,Gyeonggi,Bucheon-si
28,60,0.0,B,Incheon,Gyeyang-gu
28,60,0.0,A,Seoul,Gangseo-gu
28,60,0.0,B,Incheon,Gyeyang-gu
29,60,0.0,F,Gyeonggi,Bucheon-si
29,60,0.0,A,Seoul,Yangcheon-gu
29,60,0.0,F,Gyeonggi,Bucheon-si
29,60,0.0,A,Seoul,Guro-gu
29,60,0.0,F,Gyeonggi,Gwangmyeong-si
29,60,0.0,A,Seoul,Guro-gu
29,60,0.0,A,Seoul,Mapo-gu
29,60,0.0,A,Seoul,Gangseo-gu
29,60,0.0,A,Seoul,Mapo-gu
29,60,0.0,A,Seoul,Yeongdeungpo-gu
29,60,0.0,A,Seoul,Yangcheon-gu
29,60,0.0,A,Seoul,Gangseo-gu
29,60,0.0,A,Seoul,Yangcheon-gu
29,60,0.0,A,Seoul,Yeongdeungpo-gu
29,60,0.0,A,Seoul,Gangseo-gu
29,60,0.0,A,Seoul,Yeongdeungpo-gu
29,60,0.0,A,Seoul,Guro-gu
29,60,0.0,A,Seoul,Yeongdeungpo-gu
29,60,0.0,A,Seoul,Yeongdeungpo-gu
29,60,0.0,A,Seoul,Dongjak-gu
29,60,0.0,A,Seoul,Dongjak-gu
29,60,0.0,A,Seoul,Gwanak-gu
30,60,0.0,A,Seoul,Jung-gu
30,60,0.0,A,Seoul,Yongsan-gu
30,60,0.0,A,Seoul,Jung-gu
30,60,0.0,A,Seoul,Seodaemun-gu
30,60,0.0,A,Seoul,Jung-gu
30,60,0.0,A,Seoul,Mapo-gu
30,60,0.0,A,Seoul,Yongsan-gu
30,60,0.0,A,Seoul,Seongdong-gu
30,60,0.0,A,Seoul,Yongsan-gu
30,60,0.0,A,Seoul,Mapo-gu
30,60,0.0,A,Seoul,Yongsan-gu
30,60,0.0,A,Seoul,Yeongdeungpo-gu
30,60,0.0,A,Seoul,Yongsan-gu
30,60,0.0,A,Seoul,Dongjak-gu
30,60,0.0,A,Seoul,Mapo-gu
30,60,0.0,A,Seoul,Yeongdeungpo-gu
30,60,0.0,A,Seoul,Yeongdeungpo-gu
30,60,0.0,A,Seoul,Dongjak-gu
30,60,0.0,A,Seoul,Dongjak-gu
30,60,0.0,A,Seoul,Gwanak-gu
31,60,0.0,A,Seoul,Seongdong-gu
31,60,0.0,A,Seoul,Gwangjin-gu
31,60,0.0,A,Seoul,Gwangjin-gu
31,60,0.0,A,Seoul,Dongdaemun-gu
31,60,0.0,A,Seoul,Gwangjin-gu
31,60,0.0,A,Seoul,Gangnam-gu
31,60,0.0,A,Seoul,Gwangjin-gu
31,60,0.0,A,Seoul,Songpa-gu
31,60,0.0,A,Seoul,Gwangjin-gu
31,60,0.0,A,Seoul,Gangdong-gu
31,60,0.0,A,Seoul,Gangnam-gu
31,60,0.0,A,Seoul,Songpa-gu
31,60,0.0,A,Seoul,Songpa-gu
31,60,0.0,A,Seoul,Gangdong-gu
32,60,0.0,F,Gyeonggi,Namyangju-si
32,60,0.0,F,Gyeonggi,Hanam-si
32,60,0.0,F,Gyeonggi,Hanam-si
32,60,0.0,F,Gyeonggi,Gwangju-si
32,60,0.0,F,Gyeonggi,Hanam-si
32,60,0.0,A,Seoul,Songpa-gu
32,60,0.0,F,Gyeonggi,Hanam-si
32,60,0.0,A,Seoul,Gangdong-gu
32,60,0.0,A,Seoul,Songpa-gu
32,60,0.0,A,Seoul,Gangdong-gu
33,60,0.0,F,Gyeonggi,Namyangju-si
33,60,0.0,F,Gyeonggi,Hanam-si
33,60,0.0,F,Gyeonggi,Namyangju-si
33,60,0.0,F,Gyeonggi,Gwangju-si
33,60,0.0,F,Gyeonggi,Hanam-si
33,60,0.0,F,Gyeonggi,Gwangju-si
49,60,0.0,G,Gangwon,Donghae-si
49,60,0.0,G,Gangwon,Jeongseon-gun
49,60,0.0,G,Gangwon,Samcheok-si
49,60,0.0,G,Gangwon,Jeongseon-gun
51,60,0.0,G,Gangwon,Donghae-si
51,60,0.0,G,Gangwon,Samcheok-si
27,61,0.0,B,Incheon,Gyeyang-gu
27,61,0.0,B,Incheon,Seo-gu
28,61,0.0,F,Gyeonggi,"Ilsanseo-gu, Goyang-si"
28,61,0.0,F,Gyeonggi,Gimpo-si
28,61,0.0,F,Gyeonggi,Gimpo-si
28,61,0.0,B,Incheon,Gyeyang-gu
28,61,0.0,A,Seoul,Gangseo-gu
28,61,0.0,B,Incheon,Gyeyang-gu
28,61,0.0,B,Incheon,Gyeyang-gu
28,61,0.0,B,Incheon,Seo-gu
29,61,0.0,F,Gyeonggi,"Deogyang-gu, Goyang-si"
29,61,0.0,A,Seoul,Eunpyeong-gu
29,61,0.0,F,Gyeonggi,"Deogyang-gu, Goyang-si"
29,61,0.0,A,Seoul,Mapo-gu
29,61,0.0,A,Seoul,Eunpyeong-gu
29,61,0.0,A,Seoul,Seodaemun-gu
29,61,0.0,A,Seoul,Mapo-gu
29,61,0.0,A,Seoul,Gangseo-gu
30,61,0.0,F,Gyeonggi,"Deogyang-gu, Goyang-si"
30,61,0.0,A,Seoul,Gangbuk-gu
30,61,0.0,F,Gyeonggi,"Deogyang-gu, Goyang-si"
30,61,0.0,A,Seoul,Eunpyeong-gu
30,61,0.0,A,Seoul,Jongno-gu
30,61,0.0,A,Seoul,Seongbuk-gu
30,61,0.0,A,Seoul,Jongno-gu
30,61,0.0,A,Seoul,Seodaemun-gu
30,61,0.0,A,Seoul,Dongdaemun-gu
30,61,0.0,A,Seoul,Seongbuk-gu
30,61,0.0,A,Seoul,Seongbuk-gu
30,61,0.0,A,Seoul,Gangbuk-gu
30,61,0.0,A,Seoul,Eunpyeong-gu
30,61,0.0,A,Seoul,Seodaemun-gu
31,61,0.0,A,Seoul,Gwangjin-gu
31,61,0.0,A,Seoul,Dongdaemun-gu
31,61,0.0,A,Seoul,Dongdaemun-gu
31,61,0.0,A,Seoul,Jungnang-gu
31,61,0.0,A,Seoul,Dongdaemun-gu
31,61,0.0,A,Seoul,Seongbuk-gu
31,61,0.0,A,Seoul,Jungnang-gu
31,61,0.0,A,Seoul,Seongbuk-gu
31,61,0.0,A,Seoul,Jungnang-gu
31,61,0.0,A,Seoul,Nowon-gu
31,61,0.0,A,Seoul,Seongbuk-gu
31,61,0.0,A,Seoul,Gangbuk-gu
31,61,0.0,A,Seoul,Seongbuk-gu
31,61,0.0,A,Seoul,Nowon-gu
32,61,0.0,F,Gyeonggi,Namyangju-si
32,61,0.0,F,Gyeonggi,Hanam-si
32,61,0.0,F,Gyeonggi,Hanam-si
32,61,0.0,A,Seoul,Gangdong-gu
49,61,0.0,G,Gangwon,Gangneung-si
49,61,0.0,G,Gangwon,Donghae-si
49,61,0.0,G,Gangwon,Donghae-si
49,61,0.0,G,Gangwon,Jeongseon-gun
50,61,0.0,G,Gangwon,Gangneung-si
50,61,0.0,G,Gangwon,Donghae-si
27,62,0.0,F,Gyeonggi,"Ilsanseo-gu, Goyang-si"
27,62,0.0,F,Gyeonggi,Paju-si
