,A_ALL_POW,A_ALL_IND,A_ALL_MOB,A_ALL_RES,A_NH3_AGR,A_ALL_SLV,A_ALL_OTH,B_ALL_POW,B_ALL_IND,B_ALL_MOB,B_ALL_RES,B_NH3_AGR,B_ALL_SLV,B_ALL_OTH,C_ALL_POW,C_ALL_IND,C_ALL_MOB,C_ALL_RES,C_NH3_AGR,C_ALL_SLV,C_ALL_OTH,D_ALL_POW,D_ALL_IND,D_ALL_MOB,D_ALL_RES,D_NH3_AGR,D_ALL_SLV,D_ALL_OTH,E_ALL_POW,E_ALL_IND,E_ALL_MOB,E_ALL_RES,E_NH3_AGR,E_ALL_SLV,E_ALL_OTH,F_ALL_POW,F_ALL_IND,F_ALL_MOB,F_ALL_RES,F_NH3_AGR,F_ALL_SLV,F_ALL_OTH,G_ALL_POW,G_ALL_IND,G_ALL_MOB,G_ALL_RES,G_NH3_AGR,G_ALL_SLV,G_ALL_OTH,H_ALL_POW,H_ALL_IND,H_ALL_MOB,H_ALL_RES,H_NH3_AGR,H_ALL_SLV,H_ALL_OTH,I_ALL_POW,I_ALL_IND,I_ALL_MOB,I_ALL_RES,I_NH3_AGR,I_ALL_SLV,I_ALL_OTH,J_ALL_POW,J_ALL_IND,J_ALL_MOB,J_ALL_RES,J_NH3_AGR,J_ALL_SLV,J_ALL_OTH,K_ALL_POW,K_ALL_IND,K_ALL_MOB,K_ALL_RES,K_NH3_AGR,K_ALL_SLV,K_ALL_OTH,L_ALL_POW,L_ALL_IND,L_ALL_MOB,L_ALL_RES,L_NH3_AGR,L_ALL_SLV,L_ALL_OTH,M_ALL_POW,M_ALL_IND,M_ALL_MOB,M_ALL_RES,M_NH3_AGR,M_ALL_SLV,M_ALL_OTH,N_ALL_POW,N_ALL_IND,N_ALL_MOB,N_ALL_RES,N_NH3_AGR,N_ALL_SLV,N_ALL_OTH,O_ALL_POW,O_ALL_IND,O_ALL_MOB,O_ALL_RES,O_NH3_AGR,O_ALL_SLV,O_ALL_OTH,P_ALL_POW,P_ALL_IND,P_ALL_MOB,P_ALL_RES,P_NH3_AGR,P_ALL_SLV,P_ALL_OTH,Q_ALL_POW,Q_ALL_IND,Q_ALL_MOB,Q_ALL_RES,Q_NH3_AGR,Q_ALL_SLV,Q_ALL_OTH
11,0.6217817,0.7476641,0.6532156,1.182719,0.8256825,1.091563,1.285088,0.9746706,1.054748,1.207435,1.102019,0.7148093,1.143202,1.163841,1.319289,1.179899,0.6608629,0.8182453,1.142377,0.6571548,1.132085,0.6497334,1.386942,0.9340104,0.9973106,1.46397,0.7485857,0.8934123,0.5750692,1.408444,0.675047,1.201019,0.9774679,1.054859,0.9907254,0.5886581,0.6231505,1.06217,0.9731264,0.7505634,0.51069,0.710447,1.236665,0.9397848,1.415026,0.5189958,0.8267347,1.045685,0.724195,1.060282,0.8230293,0.875835,1.421029,0.9576021,0.8480485,1.466029,1.41795,1.359775,0.8784675,1.46613,1.480477,1.467156,1.020571,1.196304,0.5725266,0.8759994,1.174841,0.526295,1.076809,0.8137591,0.7692488,1.298693,1.399738,1.190523,0.5589648,1.259138,0.9255687,1.265116,1.172112,0.7283147,1.049313,1.009853,1.181327,1.347861,0.8654863,1.411712,1.12396,1.496817,1.248809,1.031177,1.00008,1.088375,0.6538682,0.6280688,1.098272,0.5591791,0.9409105,0.7028602,0.5351158,1.201527,1.46903,0.8258922,1.022542,1.247936,1.091033,0.9243363,1.150155,1.113043,0.5091866,1.08778,0.6751684,1.377834,1.190791,1.290256,1.220812,1.421306,0.7729386,0.8392529,1.41089
12,1.446009,1.203025,0.7409222,0.5515468,1.089356,1.46203,1.007325,0.6598598,0.8722135,0.8029306,1.440411,1.272709,0.8202195,0.5049575,0.952895,0.9819258,1.128866,1.246281,0.5027851,1.461078,0.6356146,1.116947,1.02513,1.072593,0.8127554,1.409746,1.229004,1.262821,1.356566,0.8206954,0.7205954,0.9283029,0.8419705,0.9242203,1.043018,1.014663,0.6068604,1.383496,1.034257,0.9101594,1.104512,1.091238,0.6158298,0.9437759,1.415499,0.761271,0.5951144,0.9108334,0.5537409,0.6165709,1.156052,0.8266574,1.467151,1.190673,0.6656142,1.441562,1.113715,1.226131,1.460934,1.378933,1.120789,1.231213,1.292692,0.9390181,1.019835,0.924608,0.743238,0.8834991,0.9869395,1.38301,1.190988,0.8857799,0.5881806,0.9361731,1.356567,0.9068769,1.252505,1.47613,1.235753,1.135927,0.9271317,0.5782685,0.534871,1.00518,0.8306586,1.193938,1.414155,0.5657723,0.5016586,0.7389562,1.444464,0.6432294,0.8425946,1.267823,1.151871,1.20842,0.825444,0.9518118,1.348921,0.5385087,1.255533,1.274115,1.248894,0.8582306,1.317177,0.8732448,1.152133,1.231342,1.412337,1.240685,0.903836,0.914721,1.252878,1.462507,0.8268016,1.484038,0.9338418,0.5687187,1.367362
13,1.350957,1.188579,1.38184,0.7354833,1.0824,0.8943359,0.7609688,1.067031,1.090755,1.495768,0.5045031,1.299306,1.219953,1.477464,0.7053936,1.358594,1.164071,1.13914,0.8913594,0.9699138,1.158015,0.8453133,1.023914,0.8772995,1.050087,0.829089,1.340351,0.8788654,1.453522,0.9178328,0.9121747,0.8648304,1.189937,0.7980237,0.6968042,1.229454,1.267275,0.7147544,1.076884,1.00953,1.136909,1.357932,0.6030871,1.162513,1.425462,1.253639,1.476568,1.458674,1.444614,0.6612852,0.5836804,0.6322014,0.9192542,0.7452999,1.096592,0.5966703,1.012543,0.8458667,0.6266784,0.5178293,0.8414846,0.7637546,0.690679,0.6479222,0.646404,1.241603,1.021868,0.9844294,1.288219,0.7913653,0.6982417,0.8994468,1.40081,0.6343746,0.510069,1.308873,0.6922262,1.212177,1.114222,1.269873,1.002521,1.034717,0.8373458,1.442237,0.6966524,0.9590719,1.483076,1.197435,1.426432,1.049855,0.7650582,1.083908,1.288076,0.8100194,0.6530002,1.123138,1.004753,1.380165,0.8823545,0.9202888,0.5325436,0.6421386,1.317415,0.5061741,0.9005434,0.7374069,1.031391,0.7348795,1.169933,1.464284,0.7700427,1.350728,0.7316448,1.167099,1.123245,0.9555315,1.173832,1.023442,0.5387698
14,0.6960262,0.886933,0.968851,0.5508644,1.125206,1.090938,0.6362401,0.5463743,0.9807767,1.086931,1.17912,0.7211822,1.360271,0.5215724,1.221071,1.499792,1.329803,1.024016,0.9791934,1.224919,1.313364,0.9981968,1.106463,1.338713,0.5579108,1.126562,0.7022632,1.409341,0.8467294,1.421233,1.454664,0.9313107,1.303895,0.5421113,0.6428963,0.7698377,0.7341408,0.9540502,1.095024,1.38621,0.8136668,0.8031009,0.716005,0.7830022,1.321099,0.7113606,1.052957,1.422572,0.8414962,1.249063,0.6743212,0.5444583,0.8162582,1.188851,1.373191,1.185329,1.071931,1.104028,1.057593,1.459588,0.808064,1.163667,0.9452298,0.7851414,0.6822675,0.6478094,1.270666,1.36816,1.224949,1.124892,1.338742,1.125753,0.9539921,1.267984,1.05705,1.472763,1.057192,1.082,0.6676137,0.6276514,0.6796631,0.8363181,0.9178443,0.9688218,0.7954554,1.354104,0.7495618,1.252544,0.9939203,0.9487939,1.360759,1.270917,1.162355,0.9229362,0.9920138,1.035059,0.8840396,0.7933637,0.9632347,1.098289,1.234216,0.559797,1.310123,1.085732,1.295502,0.5137113,0.7670562,1.088765,0.8372193,0.5754276,1.228138,1.089932,1.164171,0.7642279,0.6234826,0.6823795,1.495823,1.387739,1.315872
15,1.493746,1.449904,0.9867392,1.276155,1.420358,1.136386,0.6646564,1.481056,0.5438443,0.578634,1.088724,1.326531,1.443765,0.7837336,0.7188118,0.9388083,0.7295022,0.9402886,0.704656,0.8055578,0.8722336,0.8857965,0.9898859,1.130993,1.495656,1.120475,0.8631842,0.571171,1.447128,1.29176,0.8738956,1.1338,0.9274914,1.228672,0.600042,0.9964886,1.035558,1.471468,1.015374,1.46528,0.9490549,1.38441,0.882421,0.8965241,1.361704,0.8841014,0.7961667,1.182347,1.371114,1.046079,1.236463,1.17621,1.253367,0.7093502,0.5273235,0.687451,0.8657363,1.399529,0.9275338,1.112383,0.9232018,0.8809854,1.056602,0.6020846,1.326898,0.9674234,0.9290413,1.002592,1.369282,0.9402178,0.7907505,0.5355998,1.166739,1.176876,1.069003,0.5728285,0.9783755,0.8933618,1.444289,1.231347,1.499308,0.6776863,1.232535,0.7772794,1.014586,1.431108,1.363217,1.392177,0.558097,1.250091,1.437688,0.5173114,0.6420549,1.440491,1.180167,0.6805695,1.012516,1.030336,0.5571261,1.444482,0.952973,1.393574,1.250565,0.8425733,0.7958691,1.341306,0.8228406,0.5437074,1.078812,0.929495,1.196575,1.161103,1.148958,1.161652,1.446744,0.779865,1.145201,0.9828979,1.114277
16,1.288083,0.8625694,0.6137437,1.469191,1.189002,1.060939,1.432131,0.5762483,1.205762,1.388433,1.42002,0.8480391,1.472711,1.200008,0.8283736,0.705734,1.417772,0.8390036,1.083356,1.27328,0.5652224,1.094509,0.6525453,0.8671164,0.7387246,0.6029832,1.295827,0.7141242,0.5929002,0.6497131,0.5035832,0.9734851,0.7446997,0.8057541,1.015074,0.7674908,0.9798305,1.048761,1.292937,0.8954847,0.6825814,1.145723,1.150546,0.5409962,0.5795915,1.148536,1.048639,0.9614498,1.381131,0.7577181,0.6745934,1.178133,0.6334674,0.5458941,0.5103171,0.6682854,1.043295,1.44189,0.7222779,1.261877,1.055085,0.9153139,1.467092,0.722585,1.113792,1.484035,1.403339,1.017982,1.197434,1.291809,1.288404,0.7488976,0.5531257,1.337871,1.311476,0.9648438,1.132951,1.185487,1.249879,1.151974,0.7043445,0.6422662,0.6460381,0.732575,0.7876197,0.6878746,1.177518,1.173299,1.260589,0.6303769,1.385037,1.112941,1.076483,0.7541587,0.5778993,1.454767,1.15939,1.421768,0.8253361,1.350439,1.207697,0.980657,0.8265158,1.126218,1.493937,1.425696,1.333641,1.124804,0.6022464,0.6274852,0.5917065,0.7703078,1.228412,0.8078037,0.7700325,1.037374,1.331776,1.0124,0.5974652
17,0.6261527,1.313048,1.072545,1.229557,0.8915418,0.725463,1.320699,1.456776,1.439773,0.851887,0.7888022,0.9867758,0.7589005,0.9494396,1.184782,0.9867734,1.180388,1.48232,1.051138,0.9494239,0.5169426,0.819421,0.5210525,1.046221,1.20628,0.6702108,1.464655,0.9425019,1.234126,0.8788758,1.264465,1.143133,0.8876743,1.413169,1.143922,0.7587097,1.445613,0.7469586,1.397177,0.9559742,0.9299966,1.022174,1.184204,1.236202,0.8290436,1.087321,0.9489074,0.9175714,0.6509142,1.229013,0.7677936,1.336956,1.180434,1.344272,1.109184,0.5745966,1.303291,1.129593,0.7232773,0.571331,1.467034,1.403197,1.114841,1.005254,1.275062,1.07516,1.210417,0.9207317,0.6305178,1.107126,0.665575,1.281608,0.6101434,0.6451637,1.431927,1.094559,1.346296,1.456003,1.263908,0.9939586,0.8838034,1.478358,0.7915878,1.262781,1.086924,0.9235356,1.095708,1.355903,0.888945,1.269325,0.9436682,0.9035196,1.186181,0.7633454,0.9264406,1.326799,1.482333,1.492871,0.696464,0.5862351,0.6260233,1.303176,0.9870536,1.455535,1.066965,1.484364,0.8768126,0.6949558,0.6876835,1.364625,1.310704,0.9472884,0.6406846,1.441819,0.5000276,0.8886755,0.8616095,0.8895596,1.45583
18,0.639795,1.220602,1.054247,0.6845309,0.5509578,1.379985,0.8222482,0.635115,1.282251,0.617628,1.001658,0.5284245,1.211729,1.057749,1.321666,1.430628,1.191304,1.007526,0.5820111,1.127482,1.49569,0.7705577,0.9172305,1.098737,0.6285243,0.5178732,0.825335,0.5707814,1.063318,0.6783275,1.12769,1.031656,1.374541,1.441104,0.6334539,1.394806,1.433951,1.213361,1.10533,1.418715,1.199616,1.130015,1.118145,1.043928,1.102399,0.5123763,0.7265659,0.853917,0.7497645,0.8693998,0.9012777,1.202965,1.357548,0.7316355,1.45459,1.481737,1.057395,1.239887,0.9326683,0.5403938,1.49922,0.5778856,0.79598,0.9809581,1.364938,0.8319522,1.366383,0.795625,1.331233,0.9847486,0.706699,1.452943,0.7950539,1.063297,0.566806,0.7417082,1.356825,0.6858026,0.8619612,1.401878,1.191307,0.9373235,0.7404598,0.6939181,1.002894,1.2099,1.072725,0.8746907,1.344967,1.439703,1.33955,1.484042,0.7408256,1.122246,0.6819942,0.9197402,1.359035,1.438738,0.5460478,1.170447,0.8084932,0.730941,1.181779,0.6003992,1.162701,0.7687626,0.996341,0.856752,0.825326,1.466929,0.8374123,0.7061772,0.9669667,1.35402,1.254277,0.6493969,0.6590315,1.452062,1.215564
19,1.121727,1.282612,1.174417,1.11248,0.8223382,0.772657,0.5047313,0.7577231,0.7813022,0.8812137,1.132673,0.6164222,0.9676702,0.6915146,0.6826547,0.9961537,0.593045,0.9045822,1.041164,0.9542706,1.255039,1.003473,1.195945,1.278039,0.5397906,1.243733,1.240745,0.8640082,1.117969,1.009168,1.050943,0.6608565,1.129711,0.8699894,0.5237198,1.288381,1.007625,0.9109202,1.367678,1.165044,0.8971766,0.5886178,1.221629,0.9316123,0.8092553,1.013362,0.5718234,0.811411,0.5449607,1.068623,1.343852,1.016131,1.436267,0.5195976,1.036974,1.018254,0.6866663,1.209968,1.189239,1.353605,1.454041,0.8027567,1.49583,1.186205,1.137591,0.7507005,0.6943397,0.5809336,0.5369235,1.05943,0.5050831,1.002797,0.8869045,1.103673,0.9737898,1.178921,1.390524,0.9170977,0.9062833,0.9281711,1.292726,0.7251762,0.5928068,1.123601,0.5262454,1.318343,1.251062,0.622613,1.12397,0.8929662,0.8267151,1.445164,0.501009,0.8363263,1.123503,1.435808,0.9740276,1.139245,1.017672,0.7960547,0.699666,0.6158263,1.381116,1.360531,1.117594,1.241055,1.232006,0.953215,0.6610651,1.029598,1.04514,1.297333,0.7163358,1.212811,0.8784158,1.071835,0.6402718,1.340697,1.48496
20,0.7270722,1.147463,0.6862109,0.6602031,0.8675582,1.384919,1.291317,0.9103317,0.5801702,1.047192,1.155058,1.176632,0.9369257,1.310229,0.7449061,1.21804,1.371531,0.7282144,0.6227298,0.9976898,0.8554366,1.265899,1.018932,1.432218,1.088641,1.379382,1.116328,0.902869,1.103194,0.9391678,0.7613264,0.676799,0.8292851,1.130808,1.268983,1.422296,1.367115,1.356288,1.246172,0.8539089,0.8080018,1.218969,0.5870011,0.9236161,0.7745406,1.276451,1.071841,1.081107,1.055405,0.9339789,0.6207465,1.324557,1.392967,0.8372698,1.482911,1.320615,1.107421,1.329339,0.8215618,0.9881762,0.7560908,0.7260894,0.8196376,0.5628355,0.6902981,1.134391,0.7221466,0.7510018,0.503746,0.7726102,0.9215222,1.019801,0.7936802,0.9889182,1.020426,1.048967,0.9569559,0.7781892,1.277462,1.201285,0.8450405,0.8602209,1.045293,0.5442152,0.8684213,0.700974,1.490199,0.8165229,1.490711,0.9108673,0.9773745,1.052626,1.409195,1.18378,1.274747,1.064131,1.34796,0.9459987,0.5127508,0.9776492,0.7838621,1.452157,0.6398613,1.247512,0.6868148,1.415399,1.443377,0.8023029,0.939596,1.34113,0.9708781,0.7792322,1.434508,1.146407,0.7931358,1.20837,0.5307963,0.5629224,1.053914
21,0.9898231,0.8924782,1.135489,1.054233,1.08414,1.118897,1.423106,0.6728658,1.076671,1.357743,0.8292176,0.6689168,0.5279384,0.8046818,0.9593266,1.255383,0.7078596,1.324998,1.207521,0.8299759,0.868392,1.41767,1.263167,0.7745811,0.984708,0.9356423,0.5217083,1.411268,0.6532222,0.7769482,0.8881586,1.123909,1.385918,1.076155,1.220957,0.7369796,1.485684,0.5094826,0.6105408,1.297003,0.9818224,1.346055,0.6631316,0.6336046,0.8788604,0.8424662,1.288794,0.6624181,1.05665,1.100253,1.039139,1.005587,0.8823844,0.6176052,0.6932042,1.428138,0.8793109,0.9323945,1.383171,1.147094,0.6577011,1.021021,1.360292,1.488308,0.700361,1.250726,1.15004,0.6517838,0.8580729,0.8210785,1.169699,1.385558,1.083118,1.492835,1.014637,1.072472,1.032643,1.379563,1.069893,0.6820058,1.362682,1.348441,1.293407,1.327969,1.113938,1.108688,0.5560075,0.8558125,0.9204505,1.155319,1.17039,0.7937924,1.226312,1.177965,1.485217,1.40562,0.8144546,1.084088,0.9082437,1.065768,1.277663,1.49951,0.5211021,1.089134,0.9228367,1.232119,1.430858,1.037567,0.9154684,1.145867,1.177728,0.5012492,1.296305,0.7136649,0.550245,1.183924,1.145314,1.466131,1.342617
22,1.182219,0.819227,1.031333,0.6284057,0.9771783,1.075369,0.9386444,0.5094743,0.6058013,1.184017,1.470383,0.591322,1.293901,0.5452272,1.291843,1.167327,0.514839,0.847065,1.086801,1.099305,1.470726,1.353987,0.8903441,0.9620837,1.252591,1.279781,0.6849875,1.225147,1.14022,1.376293,1.308187,1.348324,0.7289715,0.6546012,1.458549,0.9709357,1.080677,1.387611,0.9994562,1.479648,0.7230878,1.308884,0.7980648,0.7064515,1.126226,0.6094891,0.6659289,0.5789853,0.8371978,1.351949,0.8804605,1.495043,1.143716,0.7963578,1.320037,1.188779,0.7288829,1.426797,0.875815,0.6317576,0.6659186,1.347324,0.5567539,0.6212427,0.9890959,1.359559,0.6605527,0.549352,0.758771,0.6709075,1.181476,0.5221426,1.188315,1.330267,0.9192367,0.6118424,0.915638,1.104858,1.016756,1.478685,0.5766278,0.7810023,0.8783252,1.324814,0.7105281,0.715263,1.215122,0.7231594,0.7814995,0.8164362,0.9670528,0.698927,0.7793814,1.104756,1.164853,1.043585,0.9771299,0.5444355,1.307741,1.040925,1.098936,1.143049,1.260333,1.038414,0.9987443,1.021238,0.8192283,1.350948,1.474075,1.453708,1.417426,0.7324903,0.8951501,0.7096303,0.6183344,1.372416,0.9807009,0.5319399,1.326057
23,0.9674505,0.9846435,0.9702998,0.9515009,1.266355,1.394475,1.454662,1.233116,1.066538,0.5235871,0.6972124,1.420827,1.244201,0.5198723,0.5796292,0.5004147,1.285788,1.252411,0.9411494,0.6493678,0.5307319,0.799321,1.049084,1.302709,0.5962537,0.7220625,1.403777,1.244751,1.002933,0.7907667,0.7895565,0.63269,1.331567,0.7643814,0.6484747,0.6598643,0.561142,0.6812134,1.25956,0.8764373,0.7905568,0.8909176,0.9844105,0.8754883,1.406495,1.472773,0.6568298,0.8244757,0.5675011,1.364351,1.377712,1.362193,0.7536649,1.139189,0.5499133,1.443856,1.252607,1.090226,1.067747,0.7182682,0.5389582,0.5105099,0.8551836,1.325225,1.496531,0.8400216,0.5149481,0.8018594,0.7846997,0.7322649,0.6142728,1.117074,1.130351,1.37006,1.096311,1.324032,0.7817497,0.9360955,0.9837137,1.356064,1.315724,0.8293011,1.064925,0.9135814,1.417185,0.9358743,1.13932,0.9166894,1.210868,1.375847,1.144757,1.270916,1.275966,1.389187,0.5045511,1.280047,1.118428,1.471686,1.100544,1.291973,1.357259,1.354479,1.414776,0.5852362,0.8875784,1.093691,0.9483307,1.01081,1.130378,0.6351256,1.182568,0.8668255,1.031512,0.8116833,1.384341,1.360409,1.335586,0.5096828,0.60804
24,0.5502026,0.8107588,0.82748,1.112515,0.9338786,1.343357,1.016108,0.9900842,0.5280093,1.042778,1.341494,1.159046,1.432138,0.6042407,0.7683222,0.5987452,0.711257,0.9171703,1.390796,1.272631,0.6500435,0.8749936,0.8488112,0.8718885,0.5854289,1.428245,1.326904,1.364283,1.424199,0.5043318,0.7346599,1.376826,1.258115,0.7308014,0.6292705,1.364483,1.351258,1.152064,0.5206325,1.493712,1.028446,1.283247,1.292242,1.314114,0.9609967,1.496635,0.721874,1.001673,1.005861,1.492323,0.7826318,1.128746,0.8530992,1.402797,1.358579,0.7216926,1.036947,1.293092,0.537319,1.346763,0.5789528,0.5268252,0.653385,0.8206152,0.5569772,1.346477,0.6136704,1.376336,0.8749702,0.7913394,1.441705,0.5872644,0.8692855,1.031781,0.7250735,0.504297,1.209798,1.222197,1.173392,1.193167,1.256371,1.237132,0.8507652,0.9877159,1.250217,1.080541,0.6612271,0.6300784,0.7826887,1.332578,0.696112,0.6214074,1.464745,1.025965,1.277769,0.6245482,0.8813914,1.399685,1.332137,0.9106886,1.350558,1.351874,1.328364,0.6020217,0.6830766,0.5879334,0.7219605,1.308818,0.5537238,1.313304,0.5884832,1.116921,0.5639386,1.436025,1.140392,0.8543205,0.6966978,0.9590087,1.108353
25,1.053441,1.130682,1.481148,0.8087901,1.288804,0.7365554,1.411297,0.6926086,1.454013,1.055065,0.732151,1.324065,1.31506,1.464563,1.405108,0.7733334,1.134831,0.5564002,0.6487996,0.9043947,0.794801,1.239909,1.495952,0.5476017,1.431595,1.450285,1.168965,1.325685,1.198074,0.6359484,1.433217,0.5602449,0.7442042,0.7728692,0.6803882,1.494877,0.5768901,0.697409,1.456674,1.320238,0.5379921,1.079285,1.304805,1.076037,1.21938,0.9924592,0.6621899,1.309696,0.7740961,0.8170582,0.8569894,0.874503,0.9499462,1.006211,1.292856,0.9135314,0.906169,1.34783,1.473298,0.913519,1.030091,0.6066908,0.7452463,1.018064,1.009348,1.053583,0.9421916,1.14686,1.484175,0.9064563,1.383943,0.7749219,0.5931826,0.9160618,1.195995,0.813249,0.660104,0.7156736,0.9694926,1.101635,1.281122,0.6965708,1.001588,1.138308,0.8072408,1.321214,0.7227986,1.074874,1.400345,0.6985293,1.163708,1.147115,0.5148756,0.8371987,1.484107,1.318801,1.383394,1.249241,0.5820542,1.190798,1.150268,0.76533,1.129724,0.5303461,0.6627127,0.7570675,1.272414,0.7941474,0.8000556,0.6186062,1.090927,0.5789816,1.422782,1.121662,1.312924,1.05206,1.317602,1.126234,0.8613646
26,0.7554389,0.7277698,1.184015,0.5798178,0.6965238,0.874328,0.8286341,0.6553594,1.369455,0.5976014,1.484046,0.8358629,0.7865427,1.441195,1.063868,0.7366565,1.113109,0.612724,1.147901,1.434391,1.163182,1.178996,1.324866,0.8674844,1.313429,0.7083927,0.7243333,1.289949,0.5867748,0.5849929,0.9636988,0.8090887,0.6351359,1.013677,1.160359,0.5454502,1.056315,1.273281,0.6673405,0.5587869,0.8632772,0.8503366,1.024692,0.9024542,0.91637,0.8925646,1.288347,0.9440874,0.6202943,0.8561849,1.001452,1.104878,1.06633,1.229714,0.8824779,0.7264425,0.9424989,1.034086,1.478223,0.5924574,0.7124946,0.6141844,0.5855966,0.5624086,0.7589026,0.8086038,1.113227,0.7353652,0.6933358,0.629952,1.22104,0.6719641,0.8445235,0.9516138,0.9770522,1.014557,1.454304,1.197364,0.996059,0.6615807,0.7896203,1.130246,1.35618,1.034116,1.193095,1.367684,0.7778334,0.6568627,1.465438,0.7964165,1.252951,0.5597287,1.312256,1.091709,0.6337922,0.8703961,1.193627,0.8872837,0.6468984,0.7639876,0.7793377,1.113426,0.9132516,0.5893767,0.9362085,1.266988,1.439057,0.8772162,1.368983,0.9461827,0.7471384,0.6326345,0.7005272,1.269316,0.6735108,1.453859,0.5037058,1.372593,0.9568139
27,1.212049,0.7564095,1.344928,1.046919,1.065466,0.8442215,0.7097082,1.191174,0.7850154,0.7327382,1.33343,1.479521,1.128813,1.369571,0.8753465,1.093713,0.7942674,0.8779721,1.010408,0.951107,1.461826,0.7506173,0.5913427,1.294255,1.136778,1.357817,0.5119758,1.090917,0.8806986,1.017969,1.377297,1.158515,0.9908656,0.635875,0.9674422,0.8215329,1.488479,0.9404998,1.342437,1.291987,0.5822795,1.127039,0.6221855,1.056341,0.875253,1.455118,0.9372283,1.133018,1.316497,1.090545,1.138887,1.360927,1.212477,1.205707,0.5929605,1.173932,1.453962,1.338173,1.135141,0.9995803,0.5725201,0.6429758,1.272976,0.6480326,1.403548,0.9873952,1.270288,1.435343,0.5803418,1.148167,1.455234,1.088162,1.456368,1.130921,0.5585614,1.463771,0.7412227,0.6100014,0.5940018,1.29416,1.44507,1.019555,1.487736,1.267475,1.181649,0.9932815,0.9085379,0.8247628,0.692713,1.203007,0.6714768,1.000307,1.179592,0.853761,0.7569669,0.5768037,1.432845,0.5931164,0.5277933,1.225358,0.5935672,1.480978,1.152046,1.233303,1.474564,0.7270923,0.7920593,1.411585,0.5868794,0.929189,1.045209,1.343961,0.646462,0.6909811,1.347303,0.7442745,1.166641,1.284575,0.6299889
28,1.014661,1.086788,0.6551304,0.8021259,0.8203282,0.9299267,1.24488,1.102607,0.6614538,0.7849498,0.6731602,0.5606063,1.282208,1.181144,0.6057248,0.9230168,0.5649224,0.8037334,0.6876988,1.059197,0.8546087,0.8525845,1.221394,0.6762254,0.7702978,0.5736102,1.231136,0.698487,0.7501066,1.021684,0.6590636,0.5022618,0.8006275,0.5454397,1.284312,1.169279,0.6633479,0.6670626,1.151844,0.9196374,1.132622,0.6269522,1.357311,1.332355,0.6465911,1.197103,0.5867525,1.138027,0.6278882,0.827083,0.5293521,0.5768415,1.295738,1.420792,1.390262,1.113462,0.5739045,1.494669,1.094328,1.274997,0.5077456,0.9498814,0.7775006,0.7112615,0.5102307,0.9498902,0.9805077,0.6110144,1.146832,1.281314,0.5596689,1.165494,1.247154,0.5066992,0.7890753,0.6867514,1.032774,1.005528,0.7888706,1.051359,0.7493577,0.8861989,1.087322,1.12481,1.48334,1.157557,1.278281,1.267336,0.5426773,0.8708502,0.996999,1.299649,0.891869,1.240266,0.5365453,1.203361,1.066626,0.5710493,1.160657,0.709201,0.6424033,0.9470526,0.5411945,0.5215747,1.295969,1.204048,1.04602,1.364039,0.8817168,0.5628406,1.243188,0.7558766,0.6182982,1.019256,0.7881962,0.6681818,0.7419389,0.6668416,0.9351688
29,0.6804082,1.055143,0.893773,1.000982,1.123439,0.6401848,0.8368562,0.531639,1.423353,0.7232144,0.5372998,1.449224,0.7523489,0.7296695,1.473571,1.477305,0.6894146,0.5098115,0.5485003,0.6327134,0.7157048,0.6990346,0.5356187,1.461097,1.240162,0.5019982,0.8003811,1.058236,0.68581,1.490165,1.036422,0.8447438,0.6681281,1.336492,1.474343,1.244481,0.6746962,1.015212,1.068733,0.717479,0.7787782,0.5724633,1.115686,1.444033,0.9350301,1.040289,1.153062,0.5261286,0.8978006,1.022082,1.466267,0.8886918,1.278084,1.470208,0.8596984,1.096365,1.469525,1.432676,0.51082,1.439561,1.363568,0.5661204,1.208579,0.9293639,0.7461459,0.6583798,1.293596,0.8196407,1.392827,1.320481,1.214056,1.074202,0.855111,1.441363,1.306443,0.9497114,1.084827,0.8055186,0.6010668,1.196961,0.9927782,0.6715516,0.9981675,1.031692,1.361398,0.9852302,0.868119,0.7173729,0.7017935,1.352977,1.405802,1.081205,1.429392,1.312492,1.033496,0.9476503,1.244236,0.8949985,0.5842101,1.029907,1.009146,1.052261,0.7333017,0.7593616,1.142577,0.504565,1.196081,0.8910099,1.080259,0.5539569,1.173559,1.004908,0.8222156,0.5646212,0.906686,0.8170168,1.442947,0.6874193,1.264752
